text,date,label,label_name,id
.#BraveGirl:For {@President Biden@} it was a great lesson! Greta Thunberg talked directly 2 {@President Biden@} and said directly to him “you have stolen my dream and of millions children of a happy future life. People are suffering for you’re failing to address climate change!” {@The New York Times@} {@Rachel Maddow MSNBC@} {{USERNAME}} {@CNN@},2019-09-24,5,science_&_technology,1176344842802122753
Greta Thunberg Rips World Leaders at the U.N. Over Climate Change {{URL}} {{USERNAME}},2019-09-24,5,science_&_technology,1176556035198337027
Conservative Broadcaster Has One EPIC Response To Lib Climate Change Ral... {{URL}} via {@YouTube@} perfect.,2019-09-24,2,pop_culture,1176616040584765441
The guys over at {{USERNAME}} making big moves in the New Yorker. {{URL}},2019-09-24,2,pop_culture,1176616416973217792
"World s oceans at a tipping point, indicates UN s Intergovernmental Panel on Climate Change report - ABC News (Australian Broadcasting Corporation) {{URL}} via {{USERNAME}} ",2019-09-25,5,science_&_technology,1176828584159113216
C MON {@Activision@} Spec ops survival mode EXCLUSIVE to ps4 for ONE WHOLE YEAR?  you expect people to wait the ENTIRE! duration of #ModernWarfare life cycle to play this!? by the time it comes out people will be gearing up for the next release!  (1),2019-09-25,4,sports_&_gaming,1176888434859790336
"World s oceans at a tipping point, indicates UN s Intergovernmental Panel on #Climate Change report {{URL}} via {@ABC News@} ",2019-09-25,5,science_&_technology,1177008594077642753
"UNICEF recognises that #children are least responsible for causing #ClimateChange, but will bear its impacts most sharply. {@UNICEF@} lines up with the #IPCC in saying that we only have 11 years remaining to cap warming levels to 1.5 degrees. Read more below {{URL}} ",2019-09-26,5,science_&_technology,1177129729721274368
David Suzuki: Tackling climate change means purging privilege from politics {{URL}} via {{USERNAME}},2019-09-26,5,science_&_technology,1177160734922461184
"VIDEO: Antifa Commandeers Climate Change Rally, Turns It Into Attack On Police {{URL}} via {@Blue Lives Matter@} ",2019-09-26,2,pop_culture,1177251338377469955
Happy National Daughter s Day to  a great woman {{USERNAME}} . From day one I knew you destined for greatness and Pops very proud of who you have become and what you have Accomplished. You have kept the Faith and… {{URL}},2019-09-26,3,daily_life,1177281459205345281
The Gloom In The Corner - Villain [OFFICIAL MUSIC VIDEO] {{URL}} via {@YouTube@} amazing,2019-09-27,2,pop_culture,1177401587091640321
Climate change is expected to HALVE the total land suitable for coffee production by 2050.   Learn how {{USERNAME}} is helping increase extension so that farmers in Kenya can continue their livelihoods & combat climate change: {{URL}} #climatechange #coffee #farming,2019-09-27,3,daily_life,1177674018687729664
Technology will help to tackle climate change {@HumanProgress org@} {{URL}} #HumanProgressData,2019-09-27,5,science_&_technology,1177702756842446854
". {@Scott Moe@} , interested in the chant the kids were singing at today s #climatestrike in #YXE?  Scott Moe, you should know: climate change has got to go.  The youth are paying attention. You owe it to them to do better. #FridaysForFuture",2019-09-27,3,daily_life,1177703346817380352
"Storming ballot result {@Thompsons Solicitors@} 89% in favour of strike action on a 72% turnout.  Your staff do amazing work for our members and the entire labour movement, we are all lucky to have them and they should be properly rewarded for the work they do #leadbyexample",2019-09-27,3,daily_life,1177704128774070272
the songs {@GIDEON@} have released of the new record go DUMB HARD can’t wait to ignorant in my car when the full thing comes out,2019-09-27,2,pop_culture,1177734284544790528
Check out Green Bay Packers Cheese Head Glass Pendant Charm 20mm For Necklace or Bracelet {{URL}} via {{USERNAME}},2019-10-04,4,sports_&_gaming,1180210553568059392
"EXPLICITAn excerpt from my appearance on {{USERNAME}} watch out for it!!!! We talk about all sorts of things, from the origins of The U Mind and Creeping Wave Radio ti wandering Russian Dog boys. If you like odd… {{URL}} ",2019-10-06,2,pop_culture,1180690187246022656
xfinity {@Music Choice@} my new single is up nation wide. Search for Likshots. Take footage and send it to me. I would appreciate it. More big announcements on the way.  {{URL}},2019-10-06,2,pop_culture,1180690423628668928
I love how {{USERNAME}} and I scream about GOT7 every day and send each other seriously some of the most ridiculous things. It’s one of the best things about logging onto this app I SWEAR,2019-10-06,2,pop_culture,1180692494725439488
"#Bigil Will be a Mass Commercial Entertainer Like Ghilli & Pokkiri, With the Football Angle added on and a Strong Message About Women Empowerment!  Budget 180 CR {{USERNAME}}   Watch Out For #ThalapathyVijay s Football Dribbling Skills & Emotional Scenes!",2019-10-06,4,sports_&_gaming,1180716534764720128
. {@Twitter Support@} please send me a message I need help,2019-10-06,5,science_&_technology,1180754025790296064
Sooooo appaz I’m going glasto 2020 with my besties!!! {{USERNAME}} you’re a legit god send!!! {{USERNAME}},2019-10-06,3,daily_life,1180781001401876480
#GGGDerevyanchenko for the send week in a row we were treated to great fight and sadly people choose to focus on the negatives it’s really sad I can’t believe people were booing {@Gennadiy Golovkin@} at the end a man who gave everything over 12 rounds and legitimately won the fight!,2019-10-06,4,sports_&_gaming,1180812399672250368
Please send your tech team. Our connection hasn’t been restored yet. It’s been 4days now and we’re just exchanging msgs thruDM since and nothing is happening. This is too much! {@SKYserves@},2019-10-06,5,science_&_technology,1180812798382628865
Russia offers Turkey to send astronaut to space station - Turkey News {{URL}} via {@Hrriyet Daily News@},2019-10-06,5,science_&_technology,1180813932417765376
Miles Sanders or Carlos Hyde for my RB2? Please send help!!! {@MG@} {@Michael Fabiano@} {@Adam Rank@},2019-10-06,4,sports_&_gaming,1180843409143222272
Finally Happy: The Album  Executive Produced by {{USERNAME}}  {{URL}},2019-10-06,2,pop_culture,1180871520320724992
Hi {@Manchester United@} ! Please send my regards to Ed Woodward and tell him he can go to hell straightaway,2019-10-06,4,sports_&_gaming,1180903423027269632
"I struggle to understand why {@Manchester United@} fans are surprised about results. The manager managed Cardiff which he was very poor and Molde, even if he was good that league can’t be compared to this Eng league. And you all thought he would be better than Mourinho and Van Gaal...#deluded",2019-10-06,4,sports_&_gaming,1180903525179695106
Oh how I d love to work at the new hotel in Waco and for {@Chip Gaines@} and {@Joanna Gaines@} (especially since I spent 7 years in hotel mgmt and specialized in new builds and renovations!!)  Hey {{USERNAME}} where can I send my resume?,2019-10-06,1,business_&_entrepreneurs,1180964334236626944
I’ll never understand why the broadcasters that do the {@NASCAR@} Cup races do the double interview with the winner.,2019-10-06,4,sports_&_gaming,1180964799510962178
LIVE: Rolling Loud New York x {{URL}} 2019 | Main Feed {{URL}} via {@YouTube@} {{USERNAME}},2019-10-13,2,pop_culture,1183192208377286656
Ever since Breaking Bad first came out people have noted my resemblance to {@Aaron Paul@}  s character Jesse.   It doesn’t help that my name is also Jesse.,2019-10-13,2,pop_culture,1183252683496386560
EL Camino Review: Aaron Paul returns for a film reminding us why we love Breaking Bad. {@Netflix India@} {@Netflix@} {@Breaking Bad@} {@Aaron Paul@} #ElCaminoABreakingBadMovie #ELCamino #BreakingBad #MovieReview #ElCaminoBreakingBad {{URL}},2019-10-13,2,pop_culture,1183288331137736705
Breaking Bad Set Of 10 Custom 1.5  Square Fridge Magnets Los Pollos Hermanos ... {{URL}} via {@Amazon@} #elcameno #sundaymorning,2019-10-13,2,pop_culture,1183349396823347200
"The Seahawks trail the Browns 20-6. {{USERNAME}}  s thoughts after one quarter, now in our #SEAvsCLE GameCenter: {{URL}} ",2019-10-13,4,sports_&_gaming,1183439715334262784
Harry’s Royal Visit to Nottingham for World Mental Health day {{URL}} via {{USERNAME}},2019-10-13,2,pop_culture,1183491387465093126
First inning done and Top Gun evened the score. Diablas defense held them only to four. 4-4 {{USERNAME}} #Diablas0712A #2019MonsterBash  #backinblack,2019-10-13,4,sports_&_gaming,1183519339028373504
‘Breaking Bad’ Film: Go Behind-the-Scenes of ‘El Camino’ With Aaron Paul {{URL}} via {@Men s Journal@},2019-10-13,2,pop_culture,1183520292431249413
". {@Atlanta Braves@} lose after giving up 10 runs in first inning, {@Georgia Football@} loses in double OT to South Carolina, {@Atlanta Falcons@} lose to the Cardinals after missing the extra point - what’s next? #ATL",2019-10-13,4,sports_&_gaming,1183521376080203776
Special thank you to everyone at Effect Fitness. Thank you for supporting our programs. Napoleon helps out at the {{USERNAME}} pink out event today because he lost his mom after surviving breast cancer to colon… {{URL}},2019-10-19,3,daily_life,1185675346974248962
"The United Arab Emirates claims to have opened the world’s first graduate-level university focusing on artificial intelligence, reports {{USERNAME}} {{URL}} ",2019-10-20,5,science_&_technology,1185825731127009282
I wish there were Production Companies that could find this sort of thing. I don’t have the money but if I did I would fund this. This sort of imagination is what makes the world a great place so go and check out “Umbrellas” on {@Kickstarter@} ! #Umbrellas {{URL}},2019-10-20,2,pop_culture,1185826331315060736
. {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {@Otherwise you well@} {{USERNAME}} {{USERNAME}} {{USERNAME}} please can I see y’all next weekend before I head to Sea  thought of a whatspp group but nah,2019-10-20,3,daily_life,1185857091099152385
Wait did the Bengals just lose the challenge {@NFL@} FIX YOUR REFS,2019-10-20,4,sports_&_gaming,1185978288486977538
Learn the story behind  BeneTalk:The World’s First Wearable Speech Tracker  and help us meet our goal. {@Indiegogo Reads@} {{URL}},2019-10-22,5,science_&_technology,1186551963946762241
"Ok, {@ye@} . You got Gospel out of your system. Yes, it was lit. But you think we can get a new album that isn’t gospel now?",2019-10-27,2,pop_culture,1188272713460256769
"I’d like to formally apologize to {@Trae Young@} for doubting him on Draft Night 2018.   Clearly, the doubt I had in his transition into the NBA lit the fire that has turned him into just an INSANELY fun player to watch already.",2019-10-27,4,sports_&_gaming,1188273774673743872
Ok {{USERNAME}} . How about a 57-yard field goal to end the half?! {@Air Force Football@} leading {@USU Football@} 17-0 at Falcon Stadium. #AFAvsUSU,2019-10-27,4,sports_&_gaming,1188301004434837504
#WALvRSA {{USERNAME}} Does anyone actually know the rules for egg wrestling? Are there any? Is it a proper sport or is it just fighting with an odd shape ball bouncing about all over the place then cuddling in a heap to make up? Asking for a friend.,2019-10-27,4,sports_&_gaming,1188392561813217281
Check out my new album  Jahnoi Productions Volume 1  distributed by {@DistroKid@} and live on Apple Music! {{URL}},2019-10-27,2,pop_culture,1188483303843782658
"I’m watching an NBA game with D’Angelo Russell, Brandon Ingram, Lonzo Ball, and Josh Hart {{USERNAME}} , but the Lakers aren’t playing.  ‍♂️",2019-10-29,4,sports_&_gaming,1188998677043408896
Morning {@ScotRail@} I love getting out my bed early to get into work early only to be stuck on a train just before bellgrove for half an hour (so far) the heating on the train seems to have stopped also,2019-10-29,3,daily_life,1189089087258550272
Big #Quantumcomputing & #QuantumSupremacy news: {{URL}} Great article by {{USERNAME}} : {{URL}} and blogposts by Scott Aaronson: {{URL}} It s too early for corps to spend a thought on this. But the hype train is already running …,2019-10-31,5,science_&_technology,1189813226051186688
"answering questions about our brand over on the story today! if you want to learn more about our line, this is the perfect way to do it . .  photos: gettyimages  . .  model: {{USERNAME}} . .  #streetwear… {{URL}} ",2019-10-31,1,business_&_entrepreneurs,1189904429589422080
" Senior Night    Friday, November 1, 6:30 pm  Come show your appreciation for the contributions made by Senior football players, Cheerleaders, and Marching Band members. {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} ",2019-11-01,4,sports_&_gaming,1190266679978287104
"The amount of patience, compassion, and love Cody gives me every day makes me realize that I hit the jackpot with this one, I love you forever {{USERNAME}} ❣️",2019-11-03,3,daily_life,1190839142826987520
UFC 244 results. {@Dominick Cruz@} def Gastelum via verbal KO. Rd. 1,2019-11-03,4,sports_&_gaming,1190840330138144769
"⏱️FULL TIME. Yet another victory for Leicester, goals from Söyüncü s and Vardy proving the difference. The Foxes now move up to third in the Premier League  ⚽️ {@Crystal Palace F C@} 0-2 {@Leicester City@} #CRYLEI   Listeners outside the UK and EU can hear live match commentary at  {{URL}} ",2019-11-03,4,sports_&_gaming,1191020794140340226
" LIVE _R_HUSSEIN_R_ on {@YouNow@} - Come watch _R_HUSSEIN_R_, LIVE on YouNow. {{URL}} ",2019-11-03,2,pop_culture,1191051810477355009
Big up {@GHETTS@} For bringing up Leyton’s All Day festival at Ive Farm from way back on #ForTheCulture.  I’m 28 and I remember being at one with my big sister around 2000ish  I think. It Was an experience I ve never forgotten.,2019-11-05,0,arts_&_culture,1191534506408398848
Remember when {@Taylor Swift@} brought out a different singer EVERY single night of her 1989 tour..... yeah I miss that.,2019-11-10,2,pop_culture,1193376303673724928
Super excited for the {@Major League Soccer@} cup tomorrow!  Go soundersfc  beat {@Toronto FC@} #Q13Fox ⚽️⚽️⚽️ {{URL}},2019-11-10,4,sports_&_gaming,1193406790106583040
55% of people working in #IT think that their profession is adversely affecting their personal wellbeing.  As a #servicedesk manager it s vital to remember that every team member counts. {{USERNAME}} {{USERNAME}} #ITSM #servicedesk #helpdesk {{URL}},2019-11-10,5,science_&_technology,1193495772609728512
"Aldrick Rosas is brutal.  Our {{USERNAME}} correctly points out how infuriating to see that smile after, too.  I can’t remember going from loving a guy to hating one so much, so fast.  #GMENHQ #GiantsPride",2019-11-10,4,sports_&_gaming,1193618784399036417
Remember FC Dallas should ve beaten this Seattle team if it weren t for {@PRO@} and Acosta not knowing how to play a square ball.... #DTID,2019-11-10,4,sports_&_gaming,1193649273923088385
"Y all remember a couple weeks ago when {@Major League Soccer@} put out a poll about who would win the MLSCup? Yeah, the Seattle {@Seattle Sounders FC@} weren t on it. Never under estimate us. #MLSCup #champions #EBFG",2019-11-10,4,sports_&_gaming,1193676334381195264
I remember when I used to go to work and {{USERNAME}} would have a biscuit waiting for me. Sometimes we and cheese. Sometimes chicken. Those were the good ole days.,2019-11-10,3,daily_life,1193678291351277568
VERY disappointed to find that “tower of terror” (1997) based on the disney world ride and starring KIRSTEN DUNST is NOT on {@Disney@} !! rectify immediately!!,2019-11-17,2,pop_culture,1195881639068553221
OKAY BUT I GOT SO EXCITED OVER WATERMELON SUGAR I FULL ON CRIED {@Harry Styles@},2019-11-17,2,pop_culture,1195943698103705601
"Harry dancing and enjoying watermelon sugar on stage was everything, I’m in love... I loved it {@Harry Styles@} ",2019-11-17,2,pop_culture,1195943864152002560
"So, when I can listen to watermelon sugar live in Jakarta Harry? {@Harry Styles@} ",2019-11-17,2,pop_culture,1195973721548177409
I have in my head “Watermelon sugar high” all time  {@Harry Styles@},2019-11-17,2,pop_culture,1196025421462200320
"I think I have a Watermelon Sugar high hangover. Thanks {@Harry Styles@} and {@Saturday Night Live SNL@} , that was fun and I’m exhausted.   ",2019-11-17,2,pop_culture,1196055954208514048
"watermelon sugar is SO cool, well done {@Harry Styles@} ",2019-11-17,2,pop_culture,1196116950780436482
Taika Waititi Directed  The Mandalorian  In His Pyjamas From A Sofa! - Fantha Tracks {{URL}} {{USERNAME}} #themandalorian,2019-11-17,2,pop_culture,1196179303114952704
"Listen to Breanna Rubio  Bad Side  on IHeartradio, The Heat  100.9  Stay Ready Boyz  and 103.7 Dabeat Radio {{USERNAME}} also download it on iTunes and other retailers online. Follow {{USERNAME}} {{USERNAME}} … {{URL}} ",2019-11-17,2,pop_culture,1196206963601879041
Harry Styles Performs ‘Lights Up’ & ‘Watermelon Sugar’ on ‘SNL’ – Watch! {{URL}} via {@JustJared com@},2019-11-18,2,pop_culture,1196269545356439552
Watermelon Sugar  by Harry Styles has reached #1 on iTunes US. This is Harry s second song this year to achieve this.  Congratulations to {@Harry Styles@} ! {{URL}},2019-11-18,2,pop_culture,1196270445399609351
Love a 2 hour delay to de ice  {@Delta@} hook me up with some WiFi on this flight,2019-11-18,3,daily_life,1196270991170850817
"Wk 2: The Steelers lose to division rivals the browns 24-3. It was a really slow day for the offense. Daniel Jones was 13/21 for 146 yds, 0 TDs and 2 INTs. Peyton barber played well with 80 yds on 7 carries. {{USERNAME}} {{USERNAME}} ",2019-11-18,4,sports_&_gaming,1196569200673873920
someone dedicated watermelon sugar by Harry styles to {{USERNAME}} with the message “” ~,2019-11-19,2,pop_culture,1196630261875822592
Kevin Colbert should sign {@James Harrison@} for the Browns game. Let him play both ways. LB and RB.,2019-11-20,4,sports_&_gaming,1196962581367402498
Lord please let us beat the Browns this week end. {@Miami Dolphins@} {{USERNAME}} {{USERNAME}} #FinsUp,2019-11-20,4,sports_&_gaming,1197238707453145095
New Podcast!  Browns Blitz: Are the Browns Bullies? with Shelley Harcar & Nick Pedone!  on {@Spreaker@} #afc #brownsblitz #cleveland #clevelandbrowns #nfl #nickpedone #north #ohio #rodbluhm #shelleyharcar {{URL}},2019-11-21,4,sports_&_gaming,1197326333828911104
At least the Browns player got suspension for the year {@Pittsburgh Steelers@},2019-11-21,4,sports_&_gaming,1197514547139088384
"C’mon {@United Airlines@} 1.5 hour delay and no comms, oh wait, comms after i boarded:(please stop optimizing your on time rate at the expense of keeping us up to date); so you’re late, be honest.  Disingenuous comms are not raising your brand loyalty, this behavior is more like greyhound",2019-11-22,3,daily_life,1197694726012571649
Y’all my mom got me Harry Styles tickets!!!! I have the best mom ever honestly {@Harry Styles@} I will see you in August,2019-11-24,2,pop_culture,1198440542281043968
[Live Updates] Cards are in the air in the {@World Poker Tour@} Cambodia Season 18 Main Event Day 2. Follow us! #WPTCambodia: {{URL}},2019-11-24,4,sports_&_gaming,1198469758124838913
Pre-save my new album  Reality(instrumental Edition)  on Spotify: {{URL}} (powered by {@DistroKid@} ),2019-11-24,2,pop_culture,1198473640586731520
Debunking the Sports Media s Excuses for the Browns  Myles Garrett and the Helmet-Swinging Incident {{URL}} via {{USERNAME}},2019-11-24,4,sports_&_gaming,1198531839268311040
"Really disheartening when my phone has not rung once all week and I have not had the chance to answer with, “ {@Harry Styles@} is Fine” to anyone  Over-the-moon and really happy for those that have received a phone call though  {@Ash London LIVE@} ",2019-11-27,2,pop_culture,1199530847600119808
the way that i want to scream rn makes me very thankful that there is a whole album and 2 new singles from {@Harry Styles@} out there to keep me in check. i’m only thankful for harry styles.,2019-11-29,2,pop_culture,1200255602771087361
". {@The Rolling Stones@} , {@Mick Jagger@} , you re still being blamed by Australian media, 50 years later, for killing the American  Counter-Culture  and  The Hippy Dream  at Altamont. Apparently the Stones forced young American hippies to become crazed-with-greed capitalists. Such influence.",2019-12-01,2,pop_culture,1200953841891467264
"Two more W’s today and the u-19 Breakers head to the State Championship finals vs the {{USERNAME}} . Great game, tickets almost sold out! {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} ",2019-12-01,4,sports_&_gaming,1200982143658340353
I m really glad {@Netflix@} picked up {@Lucifer@} ❤ #Lucifer,2019-12-01,2,pop_culture,1200985858997919744
. {@Air Force Football@} posted its first 10-win regular season under head coach Troy Calhoun and first since the 1998 team went 11-1 and picked up the programs 400th win {{URL}},2019-12-01,4,sports_&_gaming,1201017635313291266
Signing   Zhnw re-signs for the Dorf. The striker will be looking to hit the ground running after a season out. {{USERNAME}},2019-12-01,4,sports_&_gaming,1201258599475023872
We are tired of the games!! We want to see Deontay Wilder {@Deontay Wilder@} vs Anthony Joshua {{USERNAME}} fight!! All these other fights don’t matter!!,2019-12-08,4,sports_&_gaming,1203484409955049473
"taeyong rest well please, take care yourself and be healthy please  {@NCT 127@} ",2019-12-08,2,pop_culture,1203492523303260161
"seungmin finished, i hope he rest well #StrayKidsComeback {@Stray Kids@} all of you rest well, eat well, drink water!",2019-12-08,2,pop_culture,1203523156696326145
RIP Juice wrld REST IN POWER {@JuiceWorlddd@},2019-12-08,2,pop_culture,1203705520479227904
Fuller House Series Finale {{URL}} via {@TVLine com@},2019-12-08,2,pop_culture,1203733857217994753
"JUICE WLRD WAS AMAZING #LEGEND forreal  energy is real, but I loved your music and your shows ⚡️ true artist of today  pray to get through today  rest peacefully Jarad {@JuiceWorlddd@} ",2019-12-08,2,pop_culture,1203734619876741120
Man.  Why do all the legends have to pass away? I loved ur music mane I was first introduced to lucid dreams in season 3or4 and still listening to it to this day. You will never ever be forgotten man. R. I. P. Juice WRLD #flyhigh {@JuiceWorlddd@},2019-12-08,2,pop_culture,1203763438532599808
So sad to hear this ...so young and talented may your soul R.I.P {@JuiceWorlddd@},2019-12-08,2,pop_culture,1203796161913610242
R.I.P {@JuiceWorlddd@} u helped save a lot of people in this world and u have connected to ur fans through ur musicU will never be forgotten! Fly high Angle❤️#999Forever,2019-12-08,2,pop_culture,1203815413135691779
"UFC 245 Results: Matt Brown Triumphant in Return, Stops Ben Saunders {{URL}} via {{USERNAME}} #UFC245 ",2019-12-15,4,sports_&_gaming,1206026250017361920
"Mira la transmisión de {@XXL Magazine@} : Part 2: ROLLING LOUD 2019 LIVE   Exclusive live interviews - backstage action and all the best performances across High Hemp / Verizon and Zen Stages - direct from Day 1 via BE-AT.TVComing Up: Ambjaay, DaniLeigh, Lil Mose… {{URL}} ",2019-12-15,2,pop_culture,1206028236918001664
UFC 245 Post-Fight Matchmaking: Brandon Moreno ( {{USERNAME}} ) vs Jussier Formiga ( {@JussierFormigaUFC@} ),2019-12-15,4,sports_&_gaming,1206087527381254144
Round 5 goes to Max Holloway with 10-9 vs Alexander Volkanovski. #AndNew UFC Feathweight Champion Alexander the Great Volkanovski with 49-46 on UFC 245 #UFC245 #UFC {@danawhite@} {@Joe Rogan@} {@Daniel Cormier@} {@Jon Anik@} {@Chael Sonnen@},2019-12-15,4,sports_&_gaming,1206090909949054976
Video: UFC 245 Post-Fight Press Conference {{URL}} #UFC245Post-FightPressConference via {@MiddleEasy@},2019-12-15,4,sports_&_gaming,1206112354099970048
"Colby Covington reacts to UFC 245 loss, calls out  fake ref  Marc Goddard {{URL}} via {@MMA Junkie@} ",2019-12-15,4,sports_&_gaming,1206232886011027456
"Finally finished #DollyPartonsAmerica and *loved* listening in on Lynn Sacco’s class debating Dolly {{USERNAME}} . Now I’m scheming about how to build a similar course about another once controversial, then well-loved global icon: Nelson Mandela’s South Africa, anyone?!?",2019-12-15,2,pop_culture,1206233474144837632
"Colby Covington s comeuppance trumps everything, even his show of heart at UFC 245 | Opinion {{URL}} via {@MMA Junkie@} ",2019-12-15,4,sports_&_gaming,1206329835141775361
Mike Perry feels  like a dumbass  following 90-second loss at UFC 245 {@MMA Junkie@} {{URL}},2019-12-15,4,sports_&_gaming,1206361729283674113
Year s Earliest Sunset Not on the Winter Solstice {{URL}} via {@Twitter API@},2019-12-22,5,science_&_technology,1208566187375955968
"#starwars #riseofskywalker No spoiler reaction: Truly terrible storytelling, marked with a few moments of greatness, wrapped in all the right star wars feels. So much potential. Such terrible follow through. {@Disney@} JJ Abrams and Kathleen Kennedy could do so much better.",2019-12-22,2,pop_culture,1208595973200433152
Pocono Record: Columcille crowd welcomes Winter Solstice with sunrise observance. {{URL}} via {@Google News@},2019-12-22,3,daily_life,1208745583697104898
Playing a last minute show with this guy this evening (Dec 22) at {{USERNAME}} at 5:30 PM. All ages! No cover! Long set!   Come warm up with some Caribbean-inspired tunes on this cold winter solstice weekend with… {{URL}},2019-12-22,2,pop_culture,1208839107691962368
Delighted to have completed this course before the Christmas break on {{USERNAME}} . Really enjoyed starting my journey for Cypress automation and cannot wait to do more learning over the festive period.  a big thanks to {{USERNAME}} for kick starting me on this journey!,2019-12-23,3,daily_life,1209138180978548736
"Soo, why isn’t the Star Wars Christmas special on {@Disney@} ‍♂️",2019-12-25,2,pop_culture,1209953399892070400
"Join us now for Breakfast {@BBC Radio 3@} - ahead {@Tenebrae Choir@} sing Parry, Joplin from Joshua Rifkin, Boulez conducts {@Cleveland Orchestra@} in Stravinsky, & Cecil Day Lewis s Christmas Tree.  Plus, with the news of the death of Peter Schreier, more of the German tenors glorious voice.",2019-12-27,2,pop_culture,1210466788649119748
" so sorry to read the news, God Bless and bear you and your family up ❤ {@Marvin Jones Jr@} ",2019-12-28,4,sports_&_gaming,1211072520272531456
Serena Williams named AP Athlete of the Decade {{URL}} via {@CBS News@},2019-12-29,4,sports_&_gaming,1211133354575355904
